NDat,NTaxDat,NChrDat,NRefDat,NCstDat,ValDat,MinDat,MaxDat,NotesDat,NDacDat,NRankDat,NDqsDat,NUsrcrDat,DcrDat,NUsrupDat,DupDat,DeleteDat,NUsrdelDat,DdelDat,PseudoDat,HistoryDat
2052,Daphniphyllum macropodum,301. Number of fertile stamens (C1),Flora of China 2011 (website),,,8,10,male flowers (10 staminodes in female flowers),,,,Hervé Sauquet,29-Mar-11,,,0,,,0,"[As of 3/06/2014] Daphniphyllum macropodum / 301. Number of fertile stamens (C1): 8-10 [Flora of China 2011, Hervé Sauquet, 29/03/2011] {male flowers (10 staminodes in female flowers)}"
2058,Daphniphyllum macropodum,401. Number of structural carpels (C1),Flora of China 2011 (website),,2,,,,,,,Hervé Sauquet,29-Mar-11,,,0,,,0,"[As of 3/06/2014] Daphniphyllum macropodum / 401. Number of carpels (C1): 2 [Flora of China 2011, Hervé Sauquet, 29/03/2011]"
2059,Daphniphyllum macropodum,403. Fusion of ovaries (C1),Flora of China 2011 (website),,1,,,,,,,Hervé Sauquet,29-Mar-11,,,0,,,0,"[As of 3/06/2014] Daphniphyllum macropodum / 403. Fusion of ovaries (C1): 100% [Flora of China 2011, Hervé Sauquet, 29/03/2011]"
2060,Daphniphyllum macropodum,411. Number of ovules per functional carpel (C1),Flora of China 2011 (website),,2,,,,,,,Hervé Sauquet,29-Mar-11,,,0,,,0,"[As of 3/06/2014] Daphniphyllum macropodum / 411. Number of ovules per carpel (C1): 2 [Flora of China 2011, Hervé Sauquet, 29/03/2011]"
2194,Cabomba caroliniana,100. Floral structural sex (D1),Flora of North America 2011 (website),100. Floral structural sex (D1): (0) bisexual,,,,,,,,Gilles Deparis,29-Mar-11,,,0,,,0,"[As of 3/06/2014] Cabomba caroliniana / 100. Sex (D1): (0) bisexual (structurally and functionally) [Flora of North America 2011, Gilles Deparis, 29/03/2011]"
2195,Cabomba caroliniana,102. Ovary position (D1),Flora of North America 2011 (website),102. Ovary position (D1): (0) superior,,,,,,,,Gilles Deparis,29-Mar-11,,,0,,,0,"[As of 3/06/2014] Cabomba caroliniana / 102. Ovary position (D1): (0) superior [Flora of North America 2011, Gilles Deparis, 29/03/2011]"
2196,Cabomba caroliniana,104. Flower diameter (C1),Flora of North America 2011 (website),,,0.6,1.5,,,,,Gilles Deparis,29-Mar-11,,,0,,,0,"[As of 3/06/2014] Cabomba caroliniana / 104. Flower diameter (C1): 0.6-1.5 [Flora of North America 2011, Gilles Deparis, 29/03/2011]"
2199,Cabomba caroliniana,207. Symmetry of perianth (D1),Flora of North America 2011 (website),207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),,,,,,,,Gilles Deparis,29-Mar-11,,,0,,,0,"[As of 3/06/2014] Cabomba caroliniana / 207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric) [Flora of North America 2011, Gilles Deparis, 29/03/2011]"
2209,Cabomba caroliniana,313. Anther dehiscence (D1),Flora of North America 2011 (website),313. Anther dehiscence (D1): (0) longitudinal slit,,,,,,,,Gilles Deparis,29-Mar-11,,,0,,,0,"[As of 3/06/2014] Cabomba caroliniana / 313. Anther dehiscence (D1): (0) longitudinal [Flora of North America 2011, Gilles Deparis, 29/03/2011]"
2212,Cabomba caroliniana,403. Fusion of ovaries (C1),Flora of North America 2011 (website),,0,,,,,,,Gilles Deparis,29-Mar-11,,,0,,,0,"[As of 3/06/2014] Cabomba caroliniana / 403. Fusion of ovaries (C1): 0% [Flora of North America 2011, Gilles Deparis, 29/03/2011]"
2218,Cabomba caroliniana,411. Number of ovules per functional carpel (C1),Flora of North America 2011 (website),,3,,,,,,,Gilles Deparis,29-Mar-11,,,0,,,0,"[As of 3/06/2014] Cabomba caroliniana / 411. Number of ovules per carpel (C1): 3 [Flora of North America 2011, Gilles Deparis, 29/03/2011]"
2252,Zostera marina,100. Floral structural sex (D1),Flora of North America 2011 (website),100. Floral structural sex (D1): (2) unisexual,,,,,,,,Gilles Deparis,31-Mar-11,Hervé Sauquet,07-Jan-20,0,,,0,"[As of 3/06/2014] Zostera marina / 100. Sex (D1): (1) unisexual monoecious (structurally) [Flora of North America 2011, Gilles Deparis, 31/03/2011]_x000D_[Automatically rescored by Hervé Sauquet on 7/01/2020] Zostera marina / 100. Floral structural sex (D1): (2"
2254,Zostera marina,301. Number of fertile stamens (C1),Flora of North America 2011 (website),,1,,,,,,,Gilles Deparis,31-Mar-11,,,0,,,0,"[As of 3/06/2014] Zostera marina / 301. Number of fertile stamens (C1): 1 [Flora of North America 2011, Gilles Deparis, 31/03/2011]"
2255,Zostera marina,313. Anther dehiscence (D1),Flora of North America 2011 (website),313. Anther dehiscence (D1): (0) longitudinal slit,,,,,,,,Gilles Deparis,31-Mar-11,,,0,,,0,"[As of 3/06/2014] Zostera marina / 313. Anther dehiscence (D1): (0) longitudinal [Flora of North America 2011, Gilles Deparis, 31/03/2011]"
2391,Valeriana officinalis,102. Ovary position (D1),Flora of China 2011 (website),102. Ovary position (D1): (1) inferior,,,,,,,,Arnaud van Holt,15-Apr-11,,,0,,,0,"[As of 3/06/2014] Valeriana officinalis / 102. Ovary position (D1): (1) inferior [Flora of China 2011, Arnaud van Holt, 15/04/2011]"
2392,Valeriana officinalis,401. Number of structural carpels (C1),Flora of China 2011 (website),,3,,,1 fertile only,,,,Arnaud van Holt,15-Apr-11,,,0,,,0,"[As of 3/06/2014] Valeriana officinalis / 401. Number of carpels (C1): 3 [Flora of China 2011, Arnaud van Holt, 15/04/2011] {1 fertile only}"
2393,Valeriana officinalis,411. Number of ovules per functional carpel (C1),Flora of China 2011 (website),,1,,,only one carpel fertile out of 3,,,,Arnaud van Holt,15-Apr-11,Arnaud van Holt,22-Apr-11,0,,,0,"[As of 3/06/2014] Valeriana officinalis / 411. Number of ovules per carpel (C1): 1 [Flora of China 2011, Arnaud van Holt, 22/04/2011] {only one carpel fertile out of 3}"
2396,Valeriana officinalis,301. Number of fertile stamens (C1),Flora of China 2011 (website),,3,,,,,,,Arnaud van Holt,15-Apr-11,,,0,,,0,"[As of 3/06/2014] Valeriana officinalis / 301. Number of fertile stamens (C1): 3 [Flora of China 2011, Arnaud van Holt, 15/04/2011]"
2403,Valeriana officinalis,313. Anther dehiscence (D1),Flora of China 2011 (website),313. Anther dehiscence (D1): (0) longitudinal slit,,,,,,,,Arnaud van Holt,15-Apr-11,,,0,,,0,"[As of 3/06/2014] Valeriana officinalis / 313. Anther dehiscence (D1): (0) longitudinal [Flora of China 2011, Arnaud van Holt, 15/04/2011]"
2425,Valeriana officinalis,100. Floral structural sex (D1),Bonnier 1990 (book),100. Floral structural sex (D1): (0) bisexual,,,,,,,,Arnaud van Holt,22-Apr-11,,,0,,,0,"[As of 3/06/2014] Valeriana officinalis / 100. Sex (D1): (0) bisexual (structurally and functionally) [Bonnier 1990, Arnaud van Holt, 22/04/2011]"
2564,Hypericum perforatum,100. Floral structural sex (D1),Flora of China 2011 (website),100. Floral structural sex (D1): (0) bisexual,,,,,,,,Hervé Sauquet,04-May-11,,,0,,,0,"[As of 3/06/2014] Hypericum perforatum / 100. Sex (D1): (0) bisexual (structurally and functionally) [Flora of China 2011, Hervé Sauquet, 4/05/2011]"
2565,Hypericum perforatum,102. Ovary position (D1),Flora of China 2011 (website),102. Ovary position (D1): (0) superior,,,,,,,,Hervé Sauquet,04-May-11,,,0,,,0,"[As of 3/06/2014] Hypericum perforatum / 102. Ovary position (D1): (0) superior [Flora of China 2011, Hervé Sauquet, 4/05/2011]"
2566,Hypericum perforatum,104. Flower diameter (C1),Flora of China 2011 (website),,,1.5,2.5,,,,,Hervé Sauquet,04-May-11,,,0,,,0,"[As of 3/06/2014] Hypericum perforatum / 104. Flower diameter (C1): 1.5-2.5 [Flora of China 2011, Hervé Sauquet, 4/05/2011]"
2578,Hypericum perforatum,301. Number of fertile stamens (C1),Flora of China 2011 (website),,,40,60,,,,,Hervé Sauquet,04-May-11,,,0,,,0,"[As of 3/06/2014] Hypericum perforatum / 301. Number of fertile stamens (C1): 40-60 [Flora of China 2011, Hervé Sauquet, 4/05/2011]"
2584,Hypericum perforatum,313. Anther dehiscence (D1),Flora of China 2011 (website),313. Anther dehiscence (D1): (0) longitudinal slit,,,,,,,,Hervé Sauquet,04-May-11,,,0,,,0,"[As of 3/06/2014] Hypericum perforatum / 313. Anther dehiscence (D1): (0) longitudinal [Flora of China 2011, Hervé Sauquet, 4/05/2011]"
2586,Hypericum perforatum,401. Number of structural carpels (C1),Flora of China 2011 (website),,3,,,,,,,Hervé Sauquet,04-May-11,,,0,,,0,"[As of 3/06/2014] Hypericum perforatum / 401. Number of carpels (C1): 3 [Flora of China 2011, Hervé Sauquet, 4/05/2011]"
2588,Hypericum perforatum,403. Fusion of ovaries (C1),Flora of China 2011 (website),,1,,,,,,,Hervé Sauquet,04-May-11,,,0,,,0,"[As of 3/06/2014] Hypericum perforatum / 403. Fusion of ovaries (C1): 100% [Flora of China 2011, Hervé Sauquet, 4/05/2011]"
2624,Chimonanthus praecox,100. Floral structural sex (D1),Staedler et al 2007 (IJPS),100. Floral structural sex (D1): (0) bisexual,,,,,,,,Hervé Sauquet,05-May-11,,,0,,,0,"[As of 3/06/2014] Chimonanthus praecox / 100. Sex (D1): (0) bisexual (structurally and functionally) [Staedler et al 2007, Hervé Sauquet, 5/05/2011]"
2626,Chimonanthus praecox,102. Ovary position (D1),Staedler et al 2009 (IJPS),102. Ovary position (D1): (0) superior,,,,,,,,Hervé Sauquet,05-May-11,,,0,,,0,"[As of 3/06/2014] Chimonanthus praecox / 102. Ovary position (D1): (0) superior [Staedler et al 2009a, Hervé Sauquet, 5/05/2011]"
2627,Chimonanthus praecox,104. Flower diameter (C1),Flora of China 2011 (website),,,1.5,4,,,,,Hervé Sauquet,05-May-11,,,0,,,0,"[As of 3/06/2014] Chimonanthus praecox / 104. Flower diameter (C1): 1.5-4.0 [Flora of China 2011, Hervé Sauquet, 5/05/2011]"
2632,Chimonanthus praecox,207. Symmetry of perianth (D1),Staedler et al 2007 (IJPS),207. Symmetry of perianth (D1): (1) actinomorphic spiral,,,,,,,,Hervé Sauquet,05-May-11,,,0,,,0,"[As of 3/06/2014] Chimonanthus praecox / 207. Symmetry of perianth (D1): (3) actinomorphic spiral [Staedler et al 2007, Hervé Sauquet, 5/05/2011]"
2636,Chimonanthus praecox,301. Number of fertile stamens (C1),Staedler et al 2007 (IJPS),,,6,8,,,,,Hervé Sauquet,05-May-11,,,0,,,0,"[As of 3/06/2014] Chimonanthus praecox / 301. Number of fertile stamens (C1): 6-8 [Staedler et al 2007, Hervé Sauquet, 5/05/2011]"
2645,Chimonanthus praecox,311. Anther orientation (D1),Hervé Sauquet 2011 (personal observation),311. Anther orientation (D1): (2) extrorse,,,,,,,,Hervé Sauquet,05-May-11,,,0,,,0,"[As of 3/06/2014] Chimonanthus praecox / 311. Anther orientation (D1): (2) extrorse [Hervé Sauquet 2011, Hervé Sauquet, 5/05/2011]"
2647,Chimonanthus praecox,313. Anther dehiscence (D1),Staedler et al 2007 (IJPS),313. Anther dehiscence (D1): (0) longitudinal slit,,,,,,,,Hervé Sauquet,05-May-11,,,0,,,0,"[As of 3/06/2014] Chimonanthus praecox / 313. Anther dehiscence (D1): (0) longitudinal [Staedler et al 2007, Hervé Sauquet, 5/05/2011]"
2650,Chimonanthus praecox,401. Number of structural carpels (C1),Staedler et al 2007 (IJPS),,,8,10,,,,,Hervé Sauquet,05-May-11,,,0,,,0,"[As of 3/06/2014] Chimonanthus praecox / 401. Number of carpels (C1): 8-10 [Staedler et al 2007, Hervé Sauquet, 5/05/2011]"
2652,Chimonanthus praecox,403. Fusion of ovaries (C1),Staedler et al 2009 (IJPS),,0,,,,,,,Hervé Sauquet,05-May-11,,,0,,,0,"[As of 3/06/2014] Chimonanthus praecox / 403. Fusion of ovaries (C1): 0% [Staedler et al 2009a, Hervé Sauquet, 5/05/2011]"
2657,Chimonanthus praecox,411. Number of ovules per functional carpel (C1),Staedler et al 2009 (IJPS),,2,,,but the upper one not fully developped and abortive,,,,Hervé Sauquet,05-May-11,,,0,,,0,"[As of 3/06/2014] Chimonanthus praecox / 411. Number of ovules per carpel (C1): 2 [Staedler et al 2009a, Hervé Sauquet, 5/05/2011] {but the upper one not fully developped and abortive}"
2875,Cannabis sativa,100. Floral structural sex (D1),Flora of North America 2011 (website),100. Floral structural sex (D1): (2) unisexual,,,,,,,,Hervé Sauquet,10-Jun-11,,,0,,,0,"[As of 3/06/2014] Cannabis sativa / 100. Sex (D1): (2) unisexual dioecious (structurally) [Flora of North America 2011, Hervé Sauquet, 10/06/2011]"
2876,Cannabis sativa,100. Floral structural sex (D1),Flora of North America 2011 (website),100. Floral structural sex (D1): (2) unisexual,,,,"""Flowers: staminate and pistillate on different plants, sometimes on same plants, especially in cultivars"", ""Flowers unisexual, often transitional flowers and flowers of opposite sex developing later""",,,,Hervé Sauquet,10-Jun-11,Hervé Sauquet,07-Jan-20,0,,,0,"[As of 3/06/2014] Cannabis sativa / 100. Sex (D1): (1) unisexual monoecious (structurally) [Flora of North America 2011, Hervé Sauquet, 10/06/2011] {""Flowers: staminate and pistillate on different plants, sometimes on same plants, especially in cultivars"""
2877,Cannabis sativa,102. Ovary position (D1),Flora of North America 2011 (website),102. Ovary position (D1): (0) superior,,,,,,,,Hervé Sauquet,10-Jun-11,,,0,,,0,"[As of 3/06/2014] Cannabis sativa / 102. Ovary position (D1): (0) superior [Flora of North America 2011, Hervé Sauquet, 10/06/2011]"
2884,Cannabis sativa,301. Number of fertile stamens (C1),Flora of North America 2011 (website),,5,,,,,,,Hervé Sauquet,10-Jun-11,,,0,,,0,"[As of 3/06/2014] Cannabis sativa / 301. Number of fertile stamens (C1): 5 [Flora of North America 2011, Hervé Sauquet, 10/06/2011]"
2889,Cannabis sativa,313. Anther dehiscence (D1),Flora of North America 2011 (website),313. Anther dehiscence (D1): (0) longitudinal slit,,,,anthers dehiscing longitudinally and basipetally,,,,Hervé Sauquet,10-Jun-11,,,0,,,0,"[As of 3/06/2014] Cannabis sativa / 313. Anther dehiscence (D1): (0) longitudinal [Flora of North America 2011, Hervé Sauquet, 10/06/2011] {anthers dehiscing longitudinally and basipetally}"
2891,Cannabis sativa,401. Number of structural carpels (C1),Flora of North America 2011 (website),,2,,,,,,,Hervé Sauquet,10-Jun-11,,,0,,,0,"[As of 3/06/2014] Cannabis sativa / 401. Number of carpels (C1): 2 [Flora of North America 2011, Hervé Sauquet, 10/06/2011]"
2892,Cannabis sativa,403. Fusion of ovaries (C1),Flora of North America 2011 (website),,1,,,,,,,Hervé Sauquet,10-Jun-11,,,0,,,0,"[As of 3/06/2014] Cannabis sativa / 403. Fusion of ovaries (C1): 100% [Flora of North America 2011, Hervé Sauquet, 10/06/2011]"
2893,Cannabis sativa,411. Number of ovules per functional carpel (C1),Flora of North America 2011 (website),,,0,1,,,,,Hervé Sauquet,10-Jun-11,,,0,,,0,"[As of 3/06/2014] Cannabis sativa / 411. Number of ovules per carpel (C1): 0-1 [Flora of North America 2011, Hervé Sauquet, 10/06/2011]"
2897,Canna indica,100. Floral structural sex (D1),Flora of North America 2011 (website),100. Floral structural sex (D1): (0) bisexual,,,,,,,,Hervé Sauquet,20-Jun-11,,,0,,,0,"[As of 3/06/2014] Canna indica / 100. Sex (D1): (0) bisexual (structurally and functionally) [Flora of North America 2011, Hervé Sauquet, 20/06/2011]"
2898,Canna indica,102. Ovary position (D1),Flora of North America 2011 (website),102. Ovary position (D1): (1) inferior,,,,,,,,Hervé Sauquet,20-Jun-11,,,0,,,0,"[As of 3/06/2014] Canna indica / 102. Ovary position (D1): (1) inferior [Flora of North America 2011, Hervé Sauquet, 20/06/2011]"
2899,Canna indica,103. Flower length (C1),Flora of North America 2011 (website),,,4.5,7.5,,,,,Hervé Sauquet,20-Jun-11,,,0,,,0,"[As of 3/06/2014] Canna indica / 103. Flower length (C1): 4.50-7.50 [Flora of North America 2011, Hervé Sauquet, 20/06/2011]"
2905,Canna indica,301. Number of fertile stamens (C1),Flora of North America 2011 (website),,0.5,,,,,,,Hervé Sauquet,20-Jun-11,,,0,,,0,"[As of 3/06/2014] Canna indica / 301. Number of fertile stamens (C1): 1 [Flora of North America 2011, Hervé Sauquet, 20/06/2011]"
2910,Canna indica,401. Number of structural carpels (C1),Flora of North America 2011 (website),,3,,,,,,,Hervé Sauquet,20-Jun-11,,,0,,,0,"[As of 3/06/2014] Canna indica / 401. Number of carpels (C1): 3 [Flora of North America 2011, Hervé Sauquet, 20/06/2011]"
2911,Canna indica,403. Fusion of ovaries (C1),Flora of North America 2011 (website),,1,,,,,,,Hervé Sauquet,20-Jun-11,,,0,,,0,"[As of 3/06/2014] Canna indica / 403. Fusion of ovaries (C1): 100% [Flora of North America 2011, Hervé Sauquet, 20/06/2011]"
2916,Cucurbita pepo,100. Floral structural sex (D1),Flora of China 2011 (website),100. Floral structural sex (D1): (2) unisexual,,,,,,,,Bader Kezzim,08-Jun-11,Hervé Sauquet,07-Jan-20,0,,,0,"[As of 3/06/2014] Cucurbita pepo / 100. Sex (D1): (B) functionally unisexual monoecious, structurally andromonoecious [Flora of China 2011, Bader Kezzim, 8/06/2011]_x000D_[Automatically rescored by Hervé Sauquet on 7/01/2020] Cucurbita pepo / 100. Floral struct"
2917,Cucurbita pepo,102. Ovary position (D1),Flora of China 2011 (website),102. Ovary position (D1): (1) inferior,,,,,,,,Bader Kezzim,08-Jun-11,,,0,,,0,"[As of 3/06/2014] Cucurbita pepo / 102. Ovary position (D1): (1) inferior [Flora of China 2011, Bader Kezzim, 8/06/2011]"
2923,Cucurbita pepo,301. Number of fertile stamens (C1),Flora of China 2011 (website),,2.5,,,,,,,Bader Kezzim,08-Jun-11,Bader Kezzim,08-Jun-11,0,,,0,"[As of 3/06/2014] Cucurbita pepo / 301. Number of fertile stamens (C1): 3 [Flora of China 2011, Bader Kezzim, 8/06/2011]"
2928,Cucurbita pepo,311. Anther orientation (D1),Flora of China 2011 (website),311. Anther orientation (D1): (2) extrorse,,,,,,,,Bader Kezzim,08-Jun-11,,,0,,,0,"[As of 3/06/2014] Cucurbita pepo / 311. Anther orientation (D1): (2) extrorse [Flora of China 2011, Bader Kezzim, 8/06/2011]"
2930,Cucurbita pepo,401. Number of structural carpels (C1),Flora of China 2011 (website),,,3,5,,,,,Bader Kezzim,08-Jun-11,,,0,,,0,"[As of 3/06/2014] Cucurbita pepo / 401. Number of carpels (C1): 3-5 [Flora of China 2011, Bader Kezzim, 8/06/2011]"
2931,Cucurbita pepo,403. Fusion of ovaries (C1),Flora of China 2011 (website),,1,,,,,,,Bader Kezzim,08-Jun-11,,,0,,,0,"[As of 3/06/2014] Cucurbita pepo / 403. Fusion of ovaries (C1): 100% [Flora of China 2011, Bader Kezzim, 8/06/2011]"
2939,Cucurbita pepo,411. Number of ovules per functional carpel (C1),Flora of China 2011 (website),,,99,9999,,,,,Bader Kezzim,08-Jun-11,,,0,,,0,"[As of 3/06/2014] Cucurbita pepo / 411. Number of ovules per carpel (C1): 99-9999 [Flora of China 2011, Bader Kezzim, 8/06/2011]"
3106,Lythrum salicaria,100. Floral structural sex (D1),Bader Kezzim 2011 (personal observation),100. Floral structural sex (D1): (0) bisexual,,,,,,,,Bader Kezzim,16-Jun-11,,,0,,,0,"[As of 3/06/2014] Lythrum salicaria / 100. Sex (D1): (0) bisexual (structurally and functionally) [Bader Kezzim 2011, Bader Kezzim, 16/06/2011]"
3108,Lythrum salicaria,102. Ovary position (D1),Bader Kezzim 2011 (personal observation),102. Ovary position (D1): (0) superior,,,,,,,,Bader Kezzim,16-Jun-11,,,0,,,0,"[As of 3/06/2014] Lythrum salicaria / 102. Ovary position (D1): (0) superior [Bader Kezzim 2011, Bader Kezzim, 16/06/2011]"
3109,Lythrum salicaria,103. Flower length (C1),Bader Kezzim 2011 (personal observation),,1.8,,,,,,,Bader Kezzim,16-Jun-11,,,0,,,0,"[As of 3/06/2014] Lythrum salicaria / 103. Flower length (C1): 1.80 [Bader Kezzim 2011, Bader Kezzim, 16/06/2011]"
3110,Lythrum salicaria,104. Flower diameter (C1),Bader Kezzim 2011 (personal observation),,1.5,,,,,,,Bader Kezzim,16-Jun-11,,,0,,,0,"[As of 3/06/2014] Lythrum salicaria / 104. Flower diameter (C1): 1.5 [Bader Kezzim 2011, Bader Kezzim, 16/06/2011]"
3124,Lythrum salicaria,301. Number of fertile stamens (C1),Bader Kezzim 2011 (personal observation),,12,,,,,,,Bader Kezzim,16-Jun-11,,,0,,,0,"[As of 3/06/2014] Lythrum salicaria / 301. Number of fertile stamens (C1): 12 [Bader Kezzim 2011, Bader Kezzim, 16/06/2011]"
3134,Lythrum salicaria,401. Number of structural carpels (C1),Bader Kezzim 2011 (personal observation),,2,,,,,,,Bader Kezzim,16-Jun-11,,,0,,,0,"[As of 3/06/2014] Lythrum salicaria / 401. Number of carpels (C1): 2 [Bader Kezzim 2011, Bader Kezzim, 16/06/2011]"
3135,Lythrum salicaria,403. Fusion of ovaries (C1),Bader Kezzim 2011 (personal observation),,1,,,,,,,Bader Kezzim,16-Jun-11,,,0,,,0,"[As of 3/06/2014] Lythrum salicaria / 403. Fusion of ovaries (C1): 100% [Bader Kezzim 2011, Bader Kezzim, 16/06/2011]"
12074,Syringa vulgaris,100. Floral structural sex (D1),Flora of Pakistan 2011 (website),100. Floral structural sex (D1): (0) bisexual,,,,,,,,Bader Kezzim,28-Jun-11,,,0,,,0,"[As of 3/06/2014] Syringa vulgaris / 100. Sex (D1): (0) bisexual (structurally and functionally) [Flora of Pakistan 2011, Bader Kezzim, 28/06/2011]"
